1/6 22:18:02.009  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,1
1/7 16:49:40.126  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:49:40.126  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:49:40.126  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,783,"Travel Form",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,0,1551.08,-1277.33,945
1/7 16:49:40.204  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,17,"Power Word: Shield",0x2,BUFF,5313,0
1/7 16:49:51.238  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:49:51.238  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:49:51.238  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:49:51.429  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:49:51.429  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:49:51.429  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:49:51.777  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-80653-0001528554,"Shockscale Eel",0xa48,0x0,Creature-0-3777-1116-32565-80653-0001528554,"Shockscale Eel",0xa48,0x0,161640,"Electrified Scales",0x8,BUFF
1/7 16:49:54.202  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-80653-0010D28554,"Shockscale Eel",0xa48,0x0,Creature-0-3777-1116-32565-80653-0010D28554,"Shockscale Eel",0xa48,0x0,161640,"Electrified Scales",0x8,BUFF
1/7 16:49:54.471  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:49:54.471  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:49:54.471  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:49:56.470  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:49:56.470  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:49:56.470  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:49:57.302  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:50:00.020  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:50:00.020  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:50:00.020  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:50:00.397  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:50:00.397  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:50:00.397  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:50:05.887  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:50:05.887  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:50:10.581  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-80653-0010D28554,"Shockscale Eel",0xa48,0x0,Creature-0-3777-1116-32565-80653-0010D28554,"Shockscale Eel",0xa48,0x0,161640,"Electrified Scales",0x8,BUFF
1/7 16:50:11.407  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-80653-0001528554,"Shockscale Eel",0xa48,0x0,Creature-0-3777-1116-32565-80653-0001528554,"Shockscale Eel",0xa48,0x0,161640,"Electrified Scales",0x8,BUFF
1/7 16:50:27.296  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:50:38.383  SPELL_CAST_FAILED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,8921,"Moonfire",0x40,"Invalid target"
1/7 16:50:44.285  SPELL_CAST_FAILED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,8921,"Moonfire",0x40,"Invalid target"
1/7 16:50:46.237  SPELL_CAST_FAILED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,93402,"Sunfire",0x8,"Invalid target"
1/7 16:50:49.437  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,204197,"Purge the Wicked",0x4,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,1020,1648.09,-991.66,388
1/7 16:50:49.437  SWING_DAMAGE,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-82374-00005290B4,0000000000000000,81900,81900,0,0,1,0,0,0,1647.62,-996.89,91,2341,-1,1,0,0,0,nil,nil,nil
1/7 16:50:49.437  SPELL_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,204197,"Purge the Wicked",0x4,Creature-0-3777-1116-32565-82374-00005290B4,0000000000000000,80934,81900,0,0,1,0,0,0,1647.62,-996.89,91,966,-1,4,0,0,0,nil,nil,nil
1/7 16:50:49.437  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 16:50:49.437  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,45242,"Focused Will",0x2,BUFF
1/7 16:50:49.437  SWING_DAMAGE_LANDED,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,0000000000000000,38917,41258,0,966,0,49993,51000,0,1648.09,-991.66,388,2341,-1,1,0,0,0,nil,nil,nil
1/7 16:50:49.767  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,8921,"Moonfire",0x40,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,13200,1649.64,-1000.02,945
1/7 16:50:49.767  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,242586,"Concordance of the Legionfall",0x1,BUFF
1/7 16:50:49.772  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,252202,"Murderous Intent",0x20,BUFF
1/7 16:50:49.772  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 16:50:49.772  PARTY_KILL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0
1/7 16:50:49.772  SPELL_DAMAGE,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0,164812,"Moonfire",0x40,Creature-0-3777-1116-32565-82374-00005290B4,0000000000000000,0,81900,0,0,1,0,0,0,1647.62,-996.89,91,198015,117081,64,0,0,0,nil,nil,nil
1/7 16:50:49.772  UNIT_DIED,0000000000000000,nil,0x80000000,0x80000000,Creature-0-3777-1116-32565-82374-00005290B4,"Rai'vosh",0x10a48,0x0
1/7 16:50:49.836  SPELL_CAST_FAILED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,8921,"Moonfire",0x40,"Not yet recovered"
1/7 16:50:49.864  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1086981,1100000,0,1649.35,-999.23,945,10305,10305,0,nil
1/7 16:50:52.393  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,145110,"Ysera's Gift",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,50476,51000,0,1648.09,-991.66,388,157214,154873,0,nil
1/7 16:50:52.393  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,BUFF
1/7 16:50:53.964  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1648.09,-991.66,388,31229,31229,0,nil
1/7 16:50:54.340  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,1654.30,-994.29,945,1625,1625,0,nil
1/7 16:50:55.560  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1648.09,-991.66,388,62457,62457,0,1
1/7 16:50:56.065  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,1649.44,-992.01,945,3250,3250,0,nil
1/7 16:50:57.287  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1648.09,-991.66,388,31228,31228,0,nil
1/7 16:50:57.287  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1475437
1/7 16:50:57.943  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x512,0x0,45242,"Focused Will",0x2,BUFF
1/7 16:50:57.943  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,1649.44,-992.01,945,1626,1626,0,nil
1/7 16:50:58.958  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1648.09,-991.66,388,31228,31228,0,nil
1/7 16:50:59.218  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,77641,0,1100000,1100000,0,1649.44,-992.01,945,1625,1625,0,nil
1/7 16:51:00.025  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,242586,"Concordance of the Legionfall",0x1,BUFF
1/7 16:51:00.025  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,252202,"Murderous Intent",0x20,BUFF
1/7 16:51:00.333  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1648.09,-991.66,388,43347,43347,0,1
1/7 16:51:00.334  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,253432,"Dreamer",0x8,BUFF
1/7 16:51:00.814  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,0,1649.44,-992.01,945,2256,2256,0,nil
1/7 16:51:27.399  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:51:47.934  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:51:47.934  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:51:47.934  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,783,"Travel Form",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,0,1542.92,-780.72,945
1/7 16:51:57.306  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:52:27.302  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:52:43.903  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,154796,"Touch of Elune - Day",0x1,BUFF
1/7 16:52:58.302  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:53:08.581  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,165961,"Travel Form",0x1,BUFF
1/7 16:53:08.581  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:25.865  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,768,"Cat Form",0x1,BUFF
1/7 16:53:25.865  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:25.865  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,137452,"Displacer Beast",0x1,BUFF
1/7 16:53:25.865  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,102280,"Displacer Beast",0x40,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,3,100,100,0,1529.94,-805.79,945
1/7 16:53:27.404  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:53:27.806  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,768,"Cat Form",0x1,BUFF
1/7 16:53:27.806  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:27.806  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:53:27.806  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:27.806  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,783,"Travel Form",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9230,65566,0,1100000,1100000,0,1553.16,-803.48,945
1/7 16:53:27.832  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,137452,"Displacer Beast",0x1,BUFF
1/7 16:53:29.477  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:53:29.477  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:38.355  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:53:38.355  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:38.355  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,783,"Travel Form",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,0,1552.20,-803.63,945
1/7 16:53:39.718  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,1066,"Travel Form",0x1,BUFF
1/7 16:53:39.718  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:41.659  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,768,"Cat Form",0x1,BUFF
1/7 16:53:41.665  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:41.665  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,768,"Cat Form",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,3,100,100,0,1523.87,-805.69,945
1/7 16:53:43.223  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,121557,"Angelic Feather",0x2,BUFF
1/7 16:53:43.226  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,0000000000000000,nil,0x80000000,0x80000000,121536,"Angelic Feather",0x2,Player-47-0781E030,0000000000000000,41258,41258,0,966,0,51000,51000,0,1528.38,-805.69,388
1/7 16:53:48.238  SPELL_AURA_REMOVED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,121557,"Angelic Feather",0x2,BUFF
1/7 16:53:54.845  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,768,"Cat Form",0x1,BUFF
1/7 16:53:54.845  SPELL_AURA_REMOVED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,186370,"Mark of Shifting",0x8,BUFF
1/7 16:53:58.149  SPELL_AURA_REFRESH,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,207472,"Xavaric's Magnum Opus",0x1,BUFF,1434065
1/7 16:54:09.621  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-0001528554,"Unknown",0xa18,0x0,Creature-0-3777-1116-32565-73973-0001528554,"Unknown",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 16:54:15.811  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-00005295A6,"Captured Critter",0xa18,0x0,Creature-0-3777-1116-32565-73973-00005295A6,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 16:54:18.334  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-0001528554,"Captured Critter",0xa18,0x0,Creature-0-3777-1116-32565-73973-0001528554,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 16:54:18.334  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-000052900A,"Captured Critter",0xa18,0x0,Creature-0-3777-1116-32565-73973-000052900A,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 16:54:19.608  SPELL_AURA_APPLIED,Creature-0-3777-1116-32565-73973-0000529583,"Captured Critter",0xa18,0x0,Creature-0-3777-1116-32565-73973-0000529583,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
